Title,Price,Neighborhood,Size,Rooms,Bedrooms,Bathrooms,Floors,Additional Information,Location
Appartement à l'achat à Oasis. Superficie 99 m²,17 000 DH,Oasis à Casablanca,99 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['33.55702447218315', '-7.6348114013671875']"
Appartement en vente à Oasis. Surface totale 89 m²,17 000 DH,Oasis à Casablanca,89 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['33.55702447218315', '-7.6348114013671875']"
Bel appartement à vendre à Oasis. 3 chambres agréables,15 000 DH,Oasis à Casablanca,100 m²,Not specified,3 Chambres,2 Salles de bains,Not specified,[],"['33.55702447218315', '-7.6348114013671875']"
Appartement à l'achat à Hay Hassani. 2 chambres agréables,1 004 850 DH,Hay Hassani à Casablanca,80 m²,Not specified,2 Chambres,2 Salles de bains,Not specified,[],"['33.56656798464229', '-7.672726966850093']"
Bel appartement à vendre à Hay Hassani. 2 chambres agréables,960 750 DH,Hay Hassani à Casablanca,79 m²,Not specified,2 Chambres,2 Salles de bains,Not specified,[],"['33.56656798464229', '-7.672726966850093']"
Vente d'un bel appartement à Hay Hassani. 2 chambres,919 800 DH,Hay Hassani à Casablanca,72 m²,Not specified,2 Chambres,2 Salles de bains,Not specified,[],"['33.56656798464229', '-7.672726966850093']"
Superbe appartement à vendre à Hay Hassani. 3 chambres agréables,1 174 950 DH,Hay Hassani à Casablanca,97 m²,Not specified,3 Chambres,2 Salles de bains,Not specified,[],"['33.56656798464229', '-7.672726966850093']"
Appartement de 121m² en vente Résidence Ô Maarif,2 310 750 DH,Maârif à Casablanca,121 m²,4 Pièces,3 Chambres,2 Salles de bains,5ème étage,['Nouveau'],"['33.585022287183484', '-7.635658979415922']"
Appartement de 54m² en vente AS Living,652 050 DH,Aïn Sebaâ à Casablanca,54 m²,2 Pièces,1 Chambre,1 Salle de bain,6ème étage,['Nouveau'],"['33.617759803337265', '-7.542988657951298']"
Appartement de 74m² en vente AS Living,815 850 DH,Aïn Sebaâ à Casablanca,74 m²,3 Pièces,2 Chambres,1 Salle de bain,2ème étage,['Nouveau'],"['33.617759803337265', '-7.542988657951298']"
Appartement de 72m² en vente AS Living,793 800 DH,Aïn Sebaâ à Casablanca,72 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,['Nouveau'],"['33.617759803337265', '-7.542988657951298']"
Appartement de 105m² en vente AS Living,1 047 380 DH,Aïn Sebaâ à Casablanca,105 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,['Nouveau'],"['33.617759803337265', '-7.542988657951298']"
Vend appartement à Les Hôpitaux. 1 belle chambre,765 980 DH,Les Hôpitaux à Casablanca,36 m²,Not specified,1 Chambre,2 Salles de bains,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Superbe appartement à vendre à Les Hôpitaux. Surface de 36 m²,1 281 410 DH,Les Hôpitaux à Casablanca,64 m²,Not specified,1 Chambre,2 Salles de bains,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Appartement en vente à Les Hôpitaux. Superficie 64 m²,1 129 580 DH,Les Hôpitaux à Casablanca,56 m²,Not specified,1 Chambre,2 Salles de bains,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Appartement à l'achat à Les Hôpitaux. Surface de 56 m²,936 440 DH,Les Hôpitaux à Casablanca,45 m²,Not specified,1 Chambre,2 Salles de bains,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Appartement à l'achat à Les Hôpitaux. Surface de 45 m²,917 408 DH,Les Hôpitaux à Casablanca,44 m²,Not specified,1 Chambre,2 Salles de bains,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Appartement en vente à Les Hôpitaux. 1 belle chambre,1 062 800 DH,Les Hôpitaux à Casablanca,56 m²,Not specified,1 Chambre,2 Salles de bains,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Studio au RDC de 46m² en vente Blue Skies,1 017 000 DH,Riviera à Casablanca,42 m²,2 Pièces,1 Chambre,1 Salle de bain,3ème étage,['Nouveau'],"['33.56920982238539', '-7.642568349838427']"
Studio de 42m² en vente Blue Skies,1 027 000 DH,Riviera à Casablanca,47 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,"['Nouveau', ""Moins d'un an""]","['33.56920982238539', '-7.642568349838427']"
Studio de 49m² en vente Blue Skies,1 131 000 DH,Riviera à Casablanca,49 m²,2 Pièces,1 Chambre,1 Salle de bain,1er étage,['Nouveau'],"['33.56920982238539', '-7.642568349838427']"
Studio au RDC de 48m² et 22m² de cour en vente Blue Skies,1 188 000 DH,Riviera à Casablanca,57 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['33.56920982238539', '-7.642568349838427']"
Vente bel appartement à Roches Noires,1 090 000 DH,Roches Noires à Casablanca,96 m²,6 Pièces,2 Chambres,1 Salle de bain,2ème étage,"['Bon état', '5-10 ans']","['33.59925849058931', '-7.580797053626433']"
Villa a vendre ain diab,9 000 000 DH,Ain Diab Extension à Casablanca,475 m²,4 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.57147165601565', '-7.69419261983241']"
Petit Studio Ensoleillé dans le Cœur de la ville,1 150 000 DH,Moulay Youssef à Casablanca,66 m²,1 Pièce,1 Chambre,1 Salle de bain,3ème étage,['Bon état'],"['33.59692665165899', '-7.634639739990234']"
Appartement de luxe Triangle d Or,4 800 000 DH,Triangle d'Or à Casablanca,251 m²,5 Pièces,4 Chambres,3 Salles de bains,5ème étage,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Appartement haut standing Maarif Extension,1 790 000 DH,Maârif Extension à Casablanca,128 m²,4 Pièces,3 Chambres,2 Salles de bains,5ème étage,"['Bon état', '5-10 ans']","['33.57987394514173', '-7.646827697753906']"
Opportunité à saisir à sidi maarouf,720 000 DH,Sidi Maarouf à Casablanca,65 m²,3 Pièces,2 Chambres,1 Salle de bain,1er étage,"['Bon état', '5-10 ans']","['33.51821300640254', '-7.644338607788086']"
Exceptionnelle Jnane Californie sud sans vis a vis,18 000 DH,Californie à Casablanca,175 m²,4 Pièces,3 Chambres,3 Salles de bains,20ème étage,"['Nouveau', ""Moins d'un an""]","['33.52809051818081', '-7.612879187564834']"
Appartement 150m² dans une résidence fermée,1 400 000 DH,Aïn Sebaâ à Casablanca,150 m²,10 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.611688641154686', '-7.538852691650391']"
"Bel appartement neuf, 6e etage, vue sur mer, Le 134 Square",1 780 000 DH,Ain Diab Extension à Casablanca,99 m²,3 Pièces,2 Chambres,2 Salles de bains,6ème étage,"['Nouveau', ""Moins d'un an""]","['33.55141624706821', '-7.737711467297496']"
Vente d'un bel appartement à Hay Hassani. Surface de 109 m²,1 314 600 DH,Hay Hassani à Casablanca,109 m²,Not specified,3 Chambres,2 Salles de bains,Not specified,[],"['33.56656798464229', '-7.672726966850093']"
Appartement à vendre à Hay Hassani. 2 chambres,786 450 DH,Hay Hassani à Casablanca,70 m²,Not specified,2 Chambres,2 Salles de bains,Not specified,[],"['33.56656798464229', '-7.672726966850093']"
Appartement à vendre à Hay Hassani. Surface totale 60 m²,740 000 DH,Hay Hassani à Casablanca,60 m²,2 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['33.56656798464229', '-7.672726966850093']"
Appartement à vendre à Hay Hassani. Superficie 60 m²,740 000 DH,Hay Hassani à Casablanca,60 m²,2 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['33.56656798464229', '-7.672726966850093']"
"Apartement de 80m² en vente, Résidence El Yassamine",930 000 DH,Bernoussi à Casablanca,80 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.61040882133904', '-7.480355685654416']"
"Apartement de 99m² en vente, Résidence El Yassamine",935 000 DH,Bernoussi à Casablanca,99 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.61040882133904', '-7.480355685654416']"
"Appartement 79m² en vente, Résidence Al Badr",720 000 DH,Al Azhar à Casablanca,79 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 96m² en vente, Résidence Al Badr",800 000 DH,Al Azhar à Casablanca,96 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
Studio au 2ème étage de 40m² en vente Blue Skies,1 218 000 DH,Riviera à Casablanca,40 m²,2 Pièces,1 Chambre,1 Salle de bain,2ème étage,"['Nouveau', ""Moins d'un an""]","['33.56920982238539', '-7.642568349838427']"
Studio au RDC de 56m² en vente Blue Skies,1 177 000 DH,Riviera à Casablanca,56 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['33.56920982238539', '-7.642568349838427']"
Bel appartement à vendre à Aïn Sebaâ. 2 chambres,802 500 DH,Aïn Sebaâ à Casablanca,71 m²,Not specified,2 Chambres,2 Salles de bains,Not specified,[],"['33.60439330562992', '-7.541969962385934']"
Appartement à l'achat à Aïn Sebaâ. 2 chambres agréables,879 000 DH,Aïn Sebaâ à Casablanca,86 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['33.60439330562992', '-7.541969962385934']"
Appartement à l'achat à Aïn Sebaâ. 3 chambres agréables,1 040 000 DH,Aïn Sebaâ à Casablanca,88 m²,Not specified,3 Chambres,2 Salles de bains,Not specified,[],"['33.60439330562992', '-7.541969962385934']"
Appartement à vendre à Aïn Sebaâ. 3 chambres agréables,1 080 000 DH,Aïn Sebaâ à Casablanca,93 m²,Not specified,3 Chambres,2 Salles de bains,Not specified,[],"['33.60439330562992', '-7.541969962385934']"
Bel appartement à vendre à Aïn Sebaâ. 2 chambres agréables,969 200 DH,Aïn Sebaâ à Casablanca,80 m²,3 Pièces,2 Chambres,2 Salles de bains,3ème étage,['Nouveau'],"['33.60439330562992', '-7.541969962385934']"
Bel appartement à vendre à Aïn Sebaâ. 3 chambres agréables,1 176 000 DH,Aïn Sebaâ à Casablanca,96 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,['Nouveau'],"['33.60439330562992', '-7.541969962385934']"
"Appartement de 147m² en vente, à bourgogne",1 670 000 DH,Bourgogne Ouest à Casablanca,147 m²,3 Pièces,2 Chambres,1 Salle de bain,1er étage,['Nouveau'],"['33.59839935614218', '-7.639993029538398']"
Appartements neufs à vendre à Oulfa Centre,750 000 DH,Oulfa à Casablanca,52 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Nouveau', ""Moins d'un an""]","['33.54842348305252', '-7.675956312289643']"
"Appartement de 71m² avec 9m² terrasse en vente, Shems Al Madina Tit Mellil",310 000 DH,Ahl Loghlam (Hay Assalam) à Casablanca,80 m²,4 Pièces,3 Chambres,2 Salles de bains,4ème étage,['Nouveau'],"['33.58623582031418', '-7.474353104030627']"
Top appartement vue sur mer a vendre a ain,5 200 000 DH,Ain Diab à Casablanca,230 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['33.58630932470067', '-7.671375274658203']"
Appartement terrasse 127m a vendre a gautier,2 100 000 DH,Gauthier à Casablanca,127 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.59424563181959', '-7.610692977905273']"
"Appartement de 85 m² de cour en vente, Shems Al Madina Tit Mellil",370 000 DH,Ahl Loghlam (Hay Assalam) à Casablanca,85 m²,3 Pièces,2 Chambres,1 Salle de bain,1er étage,['Nouveau'],"['33.58623582031418', '-7.474353104030627']"
Studio de 89m2 avec terrasse bien ensoleillé,780 000 DH,Aïn Sebaâ à Casablanca,89 m²,3 Pièces,1 Chambre,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.613068914837', '-7.5255042786391755']"
Luxe Absolu: Appartement de Rêve avec Vue Mer à An,5 200 000 DH,Ain Diab Extension à Casablanca,200 m²,6 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Bon état', '10-20 ans']","['33.5740718447589', '-7.6897913682943715']"
Jolie appartement,320 000 DH,Sidi Moumen à Casablanca,46 m²,1 Pièce,2 Chambres,1 Salle de bain,1er étage,"['Nouveau', ""Moins d'un an""]","['33.57866045009754', '-7.522058433391772']"
Appartement 120m2 á Racine meublé équipé,1 900 000 DH,Racine à Casablanca,120 m²,3 Pièces,1 Chambre,1 Salle de bain,5ème étage,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
"Appartement 83m² en vente, Résidence Al Badr",700 000 DH,Al Azhar à Casablanca,83 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 86m² en vente, Résidence Al Badr",720 000 DH,Al Azhar à Casablanca,86 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 79m² en vente, Résidence Al Badr",720 000 DH,Al Azhar à Casablanca,79 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 71m² en vente, Résidence Al Badr",580 000 DH,Al Azhar à Casablanca,71 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 69m² en vente, Résidence Al Badr",600 000 DH,Al Azhar à Casablanca,69 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 76m² en vente, Résidence Al Badr",640 000 DH,Al Azhar à Casablanca,76 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 97m² en vente, Résidence Al Badr",770 000 DH,Al Azhar à Casablanca,97 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 100m² en vente, Résidence Al Badr",780 000 DH,Al Azhar à Casablanca,100 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
APPARTEMENT 2ch Très haut standing,980 000 DH,Aïn Sebaâ à Casablanca,77 m²,3 Pièces,2 Chambres,1 Salle de bain,2ème étage,"['Nouveau', ""Moins d'un an""]","['33.61558596317284', '-7.532304574086658']"
Sublime Appartement de 3 chambre sans vis à vis,2 200 000 DH,Quartier Bachkou à Casablanca,133 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,"['Nouveau', ""Moins d'un an""]","['33.55953772218311', '-7.626153781146623']"
"Appartement de 82 m² en vente, Shems Al Madina Tit Mellil",340 000 DH,Ahl Loghlam (Hay Assalam) à Casablanca,82 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,['Nouveau'],"['33.58623582031418', '-7.474353104030627']"
Appartements haut standing à Gauthier/Maarif,3 196 000 DH,Maârif à Casablanca,180 m²,2 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['33.57154299116339', '-7.636313438415527']"
Villa de luxe à vendre à Longchamps Hay Al Hanâa. Surface de 330 m². Meublé,6 700 000 DH,Longchamps (Hay Al Hanâa) à Casablanca,330 m²,5 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.57751418572474', '-7.664079666137695']"
Villa à vendre à CALIFORNIE,7 800 000 DH,Californie à Casablanca,450 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.5320075462679', '-7.616862947014511']"
Vente d'un bel appartement 2 chambres à Anfa,3 740 000 DH,Anfa à Casablanca,124 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.59910979613292', '-7.665039891367207']"
Appartement à l'achat à Bourgogne Ouest. 75m²,1 200 000 DH,Bourgogne Ouest à Casablanca,75 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['33.59839935614218', '-7.639993029538398']"
Appartements haut standing au cœur du quartier CFC,1 816 000 DH,Casablanca Finance City à Casablanca,60 m²,1 Pièce,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.547117579470296', '-7.675495147705078']"
"Appartement de 79m² avec 3m² terrasse en vente, Shems Al Madina Tit Mellil",340 000 DH,Ahl Loghlam (Hay Assalam) à Casablanca,82 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,['Nouveau'],"['33.58623582031418', '-7.474353104030627']"
Appartement agréable à vendre à Anfa,3 740 000 DH,Anfa à Casablanca,124 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.59910979613292', '-7.665039891367207']"
Charmant appartement en plein Anfa,4 000 000 DH,Anfa à Casablanca,157 m²,3 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.59910979613292', '-7.665039891367207']"
Appartement de 110m en vente avec place de parking,1 420 000 DH,Belvédère à Casablanca,110 m²,4 Pièces,2 Chambres,2 Salles de bains,2ème étage,['Nouveau'],"['33.58529858553826', '-7.598934731436941']"
"Appartement de 76 m² en vente, à bourgogne",1 210 000 DH,Bourgogne Ouest à Casablanca,76 m²,3 Pièces,2 Chambres,1 Salle de bain,3ème étage,['Nouveau'],"['33.59839935614218', '-7.639993029538398']"
"Casablanca marina, une nouvelle ere en front de mer",3 204 000 DH,Ain Diab à Casablanca,127 m²,2 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['33.582734173084866', '-7.675838470458984']"
Appartement à vendre à Residence Annajd,1 590 000 DH,Franceville à Casablanca,140 m²,5 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '20-30 ans']","['33.570205520375715', '-7.635045344981751']"
Projet Immobilier Appartement à Vendre Casablanca,14 000 DH,Ain Chock à Casablanca,Not specified,2 Pièces,3 Chambres,2 Salles de bains,4ème étage,"['Nouveau', ""Moins d'un an""]","['33.535516597958484', '-7.612482168496661']"
Appartement en face jardin merdokh,14 000 DH,Mers Sultan à Casablanca,214 m²,6 Pièces,3 Chambres,4 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.579923577846586', '-7.614338773544768']"
Appartement haut standing neuf à Oasis: 116m2 1ere etage avec place titre au parking 76m2 au RDC,2 030 000 DH,Oasis à Casablanca,116 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,['Nouveau'],"['33.552098871739766', '-7.643013186024768']"
Appartement 2 mars,1 420 000 DH,Maârif Extension à Casablanca,91 m²,2 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['33.569741040810506', '-7.6121326459176215']"
Appartement haut standing,1 548 000 DH,Ferme Bretonne (Hay Arraha) à Casablanca,86 m²,2 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.547117579470296', '-7.675495147705078']"
Appartement haut standing,2 340 000 DH,Ferme Bretonne (Hay Arraha) à Casablanca,119 m²,3 Pièces,4 Chambres,2 Salles de bains,1er étage,"['Nouveau', ""Moins d'un an""]","['33.547117579470296', '-7.675495147705078']"
Vente d'un bel appartement à Ain Chock. Surface de 98 m². Bien meublé.,980 000 DH,Ain Chock à Casablanca,98 m²,2 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Bon état', '5-10 ans']","['33.533167321227985', '-7.578892707824707']"
Appartement à Casablanca,850 000 DH,Sidi Maârouf à Casablanca,75 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Nouveau', '5-10 ans']","['33.56601837448065', '-7.595522403717041']"
Appartement de 113m au Quartier Des Hopitaux,1 100 000 DH,Les Hôpitaux à Casablanca,113 m²,4 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '10-20 ans']","['33.57154299116339', '-7.636313438415527']"
"Appartement 97m² en vente, Résidence Al Badr",770 000 DH,Al Azhar à Casablanca,97 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
"Appartement 100m² en vente, Résidence Al Badr",780 000 DH,Al Azhar à Casablanca,100 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.6125106631255', '-7.4830627441407955']"
