Title,Price,Neighborhood,Size,Rooms,Bedrooms,Bathrooms,Floors,Additional Information,Location
Vente d'un bel appartement en Centre. 3 chambres agréables,3 000 000 DH,Centre à Tanger,145 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.783888220852646', '-5.804686546325684']"
Vend appartement à View Tower,1 980 000 DH,Tanger City Center à Tanger,81 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Magnifique villa à vendre à Tanger,7 800 000 DH,Centre à Tanger,600 m²,10 Pièces,7 Chambres,4 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
"Des appartements de 80 m², 3 chambres à Tanger",560 000 DH,Hay Hassani à Tanger,80 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Studios de luxe sur Marina pour investissement,1 650 000 DH,Centre à Tanger,52 m²,1 Pièce,1 Chambre,1 Salle de bain,4ème étage,['Nouveau'],"['35.77800555542802', '-5.802490529865558']"
Studios de luxe sur Marina pour investissement,1 500 000 DH,Centre à Tanger,44 m²,1 Pièce,1 Chambre,1 Salle de bain,9ème étage,['Nouveau'],"['35.77793798587312', '-5.8024885599940275']"
Appartements et duplex vue sur mer Ibn Battouta,680 000 DH,Souani à Tanger,80 m²,2 Pièces,2 Chambres,1 Salle de bain,Not specified,"['Nouveau', ""Moins d'un an""]","['35.766386387933345', '-5.824470520019531']"
Appartements Moyen standing a vendre,10 000 DH,Tanja Balia à Tanger,64 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,"['Nouveau', ""Moins d'un an""]","['35.76513279309228', '-5.777177810668945']"
"Appartement de luxe, climatisé meublé et bien équi",1 150 000 DH,Centre à Tanger,80 m²,2 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Bon état', '5-10 ans']","['35.77824812995999', '-5.804815292358398']"
Bel appartement à vendre à Marjane. 2 chambres,1 110 000 DH,Marjane à Tanger,85 m²,Not specified,2 Chambres,2 Salles de bains,Not specified,[],"['35.744093549392474', '-5.843905054103692']"
Appartement à vendre à Bella Vista. Surface totale 39 m²,205 000 DH,Bella Vista à Tanger,39 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.65291824910018', '-5.966587374059202']"
Appartement sans vis à vis avec piscine,1 280 000 DH,Malabata à Tanger,100 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.790910214405564', '-5.739938020705921']"
Malabata Hills Appartement Haut Standing 89 m²,1 687 500 DH,Malabata à Tanger,89 m²,3 Pièces,2 Chambres,2 Salles de bains,5ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Malabata Hills Appartement Haut Standing 91 m²,1 631 500 DH,Malabata à Tanger,91 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Bel appartement à vendre à View Tower,1 580 000 DH,Tanger City Center à Tanger,68 m²,3 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Malabata Hills Appartement Haut Standing 91 m²,1 586 000 DH,Malabata à Tanger,91 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Superbe appartement à vendre en Centre. 3 chambres,2 385 000 DH,Centre à Tanger,115 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.783888220852646', '-5.804686546325684']"
Appartement à vendre en Centre. 3 chambres agréables,2 980 000 DH,Centre à Tanger,142 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.783888220852646', '-5.804686546325684']"
Malabata Hills Appartement Haut Standing 182 m²,2 122 000 DH,Malabata à Tanger,182 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Bel appartement à vendre à View Tower. Superficie 81 m²,1 980 000 DH,Tanger City Center à Tanger,81 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Très belle villa à Vendre TANGER,4 150 000 DH,Moujahidine à Tanger,249 m²,5 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['35.77256843267695', '-5.838739043613667']"
Superbe appartement à vendre à View Tower,2 180 000 DH,Tanger City Center à Tanger,73 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Malabata Hills Appartement Haut Standing 91 m²,1 722 500 DH,Malabata à Tanger,91 m²,3 Pièces,2 Chambres,2 Salles de bains,5ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Superbe appartement à vendre à Tanja Balia. 3 belles chambres,1 368 000 DH,Tanja Balia à Tanger,114 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Superbe appartement à vendre à Tanja Balia. Superficie 105 m²,1 260 000 DH,Tanja Balia à Tanger,105 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Appartement Sublime avec finition impeccable,880 000 DH,Tanja Balia à Tanger,80 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.76513279309228', '-5.777177810668945']"
Villa de grand luxe,30 000 000 DH,Sania à Tanger,3000 m²,4 Pièces,5 Chambres,5 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.78605550194314', '-5.743947363164335']"
Magnifique riad vue mer,13 000 000 DH,Bella Vista à Tanger,1100 m²,19 Pièces,6 Chambres,6 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.77341445557309', '-5.770054158914341']"
Tres jolie maison coloniale en tres bon etat,5 500 000 DH,Jbel Kbir à Tanger,438 m²,4 Pièces,6 Chambres,3 Salles de bains,Not specified,"['Bon état', '30-50 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement de standing,1 550 000 DH,Administratif à Tanger,96 m²,2 Pièces,2 Chambres,1 Salle de bain,5ème étage,"['Nouveau', ""Moins d'un an""]","['35.77252146312787', '-5.8072941004515695']"
Appartement retrait centre ville,2 700 000 DH,Administratif à Tanger,225 m²,3 Pièces,3 Chambres,3 Salles de bains,8ème étage,"['Bon état', '20-30 ans']","['35.77644205661384', '-5.806164219228633']"
Tres jolie villa avec piscine,4 300 000 DH,Rmilat à Tanger,200 m²,2 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', '1-5 ans']","['35.76874518834666', '-5.862917960181364']"
Appartement en vente à Boukhalef. 1 belle chambre,210 000 DH,Boukhalef à Tanger,46 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.74263521116069', '-5.889247662340068']"
Residence fermée vue degagée sur montagne/ piscine 100m²,1 280 000 DH,Malabata à Tanger,100 m²,2 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.790910214405564', '-5.739938020705921']"
Superbe appartement à vendre à View tower,1 960 000 DH,Tanger City Center à Tanger,89 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Appartement à vendre à Boukhalef. 1 chambre,210 000 DH,Boukhalef à Tanger,46 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.74263521116069', '-5.889247662340068']"
Vend appartement à Route Nationale Assilah. 3 chambres,450 000 DH,Route Nationale Assilah (N1) à Tanger,70 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.649392109473304', '-5.970693826675131']"
Malabata Hills Appartement Haut Standing 91 m²,1 950 000 DH,Malabata à Tanger,91 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Malabata Hills Appartement Haut Standing 87 m²,1 739 500 DH,Malabata à Tanger,87 m²,3 Pièces,2 Chambres,2 Salles de bains,5ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Malabata Hills Appartement Haut Standing 87 m²,1 565 500 DH,Malabata à Tanger,87 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Superbe appartement à vendre à View Tower. Surface totale 68 m²,1 580 000 DH,Tanger City Center à Tanger,68 m²,3 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Bel appartement à vendre à View Tower,6 958 000 DH,Tanger City Center à Tanger,189 m²,3 Pièces,4 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Vend appartement à View Tower. Surface totale 88 m²,2 180 000 DH,Tanger City Center à Tanger,88 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Malabata Hills Appart Haut Standing 91 m² VUE MER,2 132 000 DH,Malabata à Tanger,91 m²,3 Pièces,2 Chambres,2 Salles de bains,5ème étage,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Bel appartement à vendre à View Tower. Superficie 65 m²,1 494 000 DH,Tanger City Center à Tanger,65 m²,3 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.773504941129744', '-5.787048178048849']"
Vente d'un bel appartement en Centre. Surface de 115 m²,2 385 000 DH,Centre à Tanger,115 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.783888220852646', '-5.804686546325684']"
Villa vue mer a californie,6 400 000 DH,Californie à Tanger,400 m²,4 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement neuf vue mer negociable,3 700 000 DH,Sania à Tanger,185 m²,2 Pièces,3 Chambres,3 Salles de bains,3ème étage,"['Nouveau', ""Moins d'un an""]","['35.7881122257886', '-5.743961334228516']"
Unique villa de charme plein centre ville,4 300 000 DH,Administratif à Tanger,227 m²,3 Pièces,3 Chambres,1 Salle de bain,Not specified,"['Nouveau', ""Moins d'un an""]","['35.77600765318917', '-5.812773884954656']"
Appartement neuf de standing,1 800 000 DH,Administratif à Tanger,105 m²,2 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Vente d'un bel appartement à Tanja Balia. 3 chambres,1 200 000 DH,Tanja Balia à Tanger,100 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Vente d'un bel appartement à Tanja Balia. Superficie 78 m²,936 000 DH,Tanja Balia à Tanger,78 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Annonce de Vente Exceptionnelle: Villa de Prestige,3 200 000 DH,Achakar à Tanger,200 m²,7 Pièces,4 Chambres,3 Salles de bains,Not specified,['Bon état'],"['35.76661853047848', '-5.927038192749023']"
Bel appartement à vendre à Tanja Balia. 3 belles chambres,1 368 000 DH,Tanja Balia à Tanger,114 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Vente Appartement Quartier Marjane CAS25414 IL,1 276 500 DH,Marjane à Tanger,111 m²,4 Pièces,3 Chambres,1 Salle de bain,1er étage,"['Nouveau', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Lancement de la Tranche 2 du Projet Diyari,250 000 DH,Boukhalef à Tanger,57 m²,5 Pièces,2 Chambres,1 Salle de bain,Not specified,"['Nouveau', ""Moins d'un an""]","['35.72286065381187', '-5.887008905410937']"
Superbe appartement à vendre à Boukhalef. Superficie 55 m²,250 000 DH,Boukhalef à Tanger,55 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['35.72286065381187', '-5.887008905410937']"
Vente d'un bel appartement à Tanja Balia. 1 belle chambre,672 000 DH,Tanja Balia à Tanger,56 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Vend appartement à Tanja Balia. Surface de 125 m²,1 500 000 DH,Tanja Balia à Tanger,125 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Appartement à vendre à Tanja Balia. 3 belles chambres,990 000 DH,Tanja Balia à Tanger,90 m²,3 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Résidence d'Hôtes de Charme: Maison de 280m² vue,2 500 000 DH,Médina à Tanger,280 m²,12 Pièces,7 Chambres,6 Salles de bains,Not specified,['Bon état'],"['35.787160682728306', '-5.811853408813477']"
Élégante Maison d'Architecte avec Grand Jardin,5 900 000 DH,Marchan à Tanger,600 m²,6 Pièces,3 Chambres,3 Salles de bains,Not specified,['Bon état'],"['35.78773509032721', '-5.827045440673822']"
Villa en face du Palais Royal à Marshan,16 000 000 DH,Marchan à Tanger,1400 m²,13 Pièces,7 Chambres,3 Salles de bains,Not specified,['Bon état'],"['35.78695181045812', '-5.8289337158203125']"
Maison à rénover sur la rue Kasbah de Tanger,1 880 000 DH,Médina à Tanger,222 m²,10 Pièces,7 Chambres,4 Salles de bains,Not specified,['À rénover'],"['35.787160682728306', '-5.811853408813477']"
Appartements 80m 3Ch Neuf à Aharrarine,370 000 DH,Aharrarine à Tanger,80 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.73652689518052', '-5.8206939697265625']"
Magnifique retrait pour la vente en plein centre,2 250 000 DH,Mozart à Tanger,183 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement est proposé à la vente à Mesnana,530 000 DH,Mesnana à Tanger,57 m²,2 Pièces,2 Chambres,1 Salle de bain,5ème étage,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Quartier Nouinouich CAS25610 SB,5 000 000 DH,Manar à Tanger,271 m²,2 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Appartement à vendre Bd Moulay Youssef CAS26534 SB,2 600 000 DH,Centre à Tanger,155 m²,3 Pièces,3 Chambres,2 Salles de bains,1er étage,['Nouveau'],"['35.77525384929336', '-5.863094329833984']"
Luxueuse Villa Sur Mnar VVM84 224,5 900 000 DH,Manar à Tanger,1140 m²,5 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Villa à vendre route Achakar CAS26515 SB,3 500 000 DH,Achakar à Tanger,255 m²,4 Pièces,4 Chambres,3 Salles de bains,Not specified,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Appartement à vendre complexe Mehdia CAS26584 SB,830 000 DH,Moujahidine à Tanger,79 m²,2 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['35.77525384929336', '-5.863094329833984']"
Boulevard Merkala APV 286 SB,2 560 000 DH,De La Plage à Tanger,220 m²,1 Pièce,2 Chambres,2 Salles de bains,3ème étage,['Nouveau'],"['35.77525384929336', '-5.863094329833984']"
Vend appartement à Boukhalef. Superficie 57 m²,250 000 DH,Boukhalef à Tanger,57 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['35.72286065381187', '-5.887008905410937']"
Vente d'un bel appartement à Boukhalef. Surface de 57 m²,250 000 DH,Boukhalef à Tanger,57 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['35.72286065381187', '-5.887008905410937']"
Appartement à vendre à Aharrarine. 2 chambres agréables,250 000 DH,Aharrarine à Tanger,56 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['35.726123652117934', '-5.842800736427392']"
Superbe appartement à vendre à Bir El Ghazi. 1 belle chambre,240 000 DH,Bir El Ghazi à Tanger,45 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.706753843433106', '-5.813865065574674']"
Vente d'un bel appartement à Bir El Ghazi. 1 chambre,240 000 DH,Bir El Ghazi à Tanger,45 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.706753843433106', '-5.813865065574674']"
Appartement en vente à Tanja Balia. 3 chambres,1 416 000 DH,Tanja Balia à Tanger,118 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Somptueuse maison à vendre à Du Golf. Surface totale 325 m². Climatisation et piscine.,4 190 000 DH,Du Golf à Tanger,325 m²,6 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['35.77611264367031', '-5.856562822659782']"
Vente Appartement Vue Mer Sur Corniche De Tanger,2 550 000 DH,De La Plage à Tanger,195 m²,3 Pièces,2 Chambres,1 Salle de bain,8ème étage,"['Bon état', '10-20 ans']","['35.77570647674164', '-5.796489715576172']"
Appartement à vendre près Hotel Hilton,1 224 000 DH,Tanger City Center à Tanger,68 m²,3 Pièces,2 Chambres,2 Salles de bains,9ème étage,"['Nouveau', '1-5 ans']","['35.77453529975222', '-5.789240666125949']"
Appartement haut standing à vendre prés gare TGV,1 368 000 DH,Tanger City Center à Tanger,76 m²,3 Pièces,2 Chambres,2 Salles de bains,8ème étage,"['Nouveau', '1-5 ans']","['35.77372184596459', '-5.787906646728487']"
Appartement neuf à vendre à Tanger centre ville,1 782 000 DH,De La Plage à Tanger,99 m²,4 Pièces,3 Chambres,2 Salles de bains,7ème étage,"['Nouveau', '1-5 ans']","['35.772050535943364', '-5.790481567382784']"
Appartements de standing à vendre à TANJA BALIA Tanger,1 125 000 DH,Tanja Balia à Tanger,90 m²,1 Pièce,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.76513279309228', '-5.777177810668945']"
Appartement à vendre à Tanger Route Rabat,600 000 DH,Route Nationale Assilah (N1) à Tanger,71 m²,1 Pièce,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.773197181399894', '-5.805835881731213']"
Superbe appartement à vendre avec terrasse,1 350 000 DH,Centre à Tanger,106 m²,4 Pièces,3 Chambres,1 Salle de bain,10ème étage,"['Bon état', '1-5 ans']","['35.77824812995999', '-5.804815292358398']"
Appartement parfait comme investissement,1 500 000 DH,De La Plage à Tanger,73 m²,3 Pièces,2 Chambres,2 Salles de bains,7ème étage,"['Bon état', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Charme Médina: Potentiel maison d'hôtes,2 200 000 DH,Médina à Tanger,200 m²,7 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['35.787160682728306', '-5.811853408813477']"
Appartements haut standing à Malabata Tanger,2 470 000 DH,Malabata à Tanger,130 m²,2 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.76513279309228', '-5.777177810668945']"
Vente Villa 240 m² CALIFORNIA Tanger Ref: VZ367,5 500 000 DH,Californie à Tanger,320 m²,8 Pièces,5 Chambres,3 Salles de bains,Not specified,['À rénover'],"['35.77525384929336', '-5.863094329833984']"
Bel appartement à vendre à Route Nationale Assilah. 3 chambres. Meublé,990 000 DH,Route Nationale Assilah (N1) à Tanger,117 m²,5 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', '1-5 ans']","['35.70661951916541', '-5.903157678253725']"
Quartier Marjane CAS24346 IL,1 212 000 DH,Marjane à Tanger,101 m²,1 Pièce,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Quartier IBERIA VAQI 428 SB,3 192 000 DH,Iberie à Tanger,183 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Boulevard Moulay Rachid CAS24082 IL,3 400 000 DH,Achakar à Tanger,194 m²,4 Pièces,5 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['35.76661853047848', '-5.927038192749023']"
Quartier Moulay Ismail CAS24159 IL,2 487 800 DH,Centre à Tanger,194 m²,1 Pièce,3 Chambres,3 Salles de bains,9ème étage,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Vente Appartement Quartier Nejma CAS24815 IL,2 346 000 DH,Centre à Tanger,138 m²,1 Pièce,3 Chambres,1 Salle de bain,3ème étage,"['Nouveau', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Boulevard Moulay Rachid CAS25692 SB,3 700 000 DH,Ziaten à Tanger,316 m²,2 Pièces,4 Chambres,3 Salles de bains,Not specified,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Vente Appartement Quartier Nejma CAS25750 SB,1 620 000 DH,Centre à Tanger,97 m²,1 Pièce,2 Chambres,1 Salle de bain,2ème étage,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Boulevard Merkala CAS25169 SB,1 600 000 DH,De La Plage à Tanger,100 m²,1 Pièce,2 Chambres,2 Salles de bains,Not specified,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Vente Appartement Quartier Nejma CAS24848 IL,2 040 000 DH,Centre à Tanger,120 m²,1 Pièce,3 Chambres,1 Salle de bain,3ème étage,"['Nouveau', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Bel appartement à vendre à Route Nationale Assilah. Surface totale 70 m²,450 000 DH,Route Nationale Assilah (N1) à Tanger,70 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.649392109473304', '-5.970693826675131']"
Vente d'un bel appartement à Bella Vista. Surface totale 39 m²,205 000 DH,Bella Vista à Tanger,39 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.65291824910018', '-5.966587374059202']"
Superbe appartement à vendre à Mesnana. Superficie 112 m²,1 176 000 DH,Mesnana à Tanger,112 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.76421144915879', '-5.856657028198072']"
Vente d'un bel appartement à Mesnana. 3 belles chambres,1 097 000 DH,Mesnana à Tanger,110 m²,Not specified,3 Chambres,2 Salles de bains,Not specified,[],"['35.76421144915879', '-5.856657028198072']"
Appartement de 83m² en vente Les Jardins de Mesnana Golf,867 350 DH,Mesnana à Tanger,83 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.76421144915879', '-5.856657028198072']"
Appartement de 83m² en vente Les Jardins de Mesnana Golf,867 350 DH,Mesnana à Tanger,83 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,['Nouveau'],"['35.76421144915879', '-5.856657028198072']"
Appartement de 112m² en vente Les Jardins de Mesnana Golf,1 176 000 DH,Mesnana à Tanger,112 m²,4 Pièces,3 Chambres,2 Salles de bains,6ème étage,['Nouveau'],"['35.76421144915879', '-5.856657028198072']"
Quartier MARCHAN CAS24975 SB,1 776 000 DH,Marchan à Tanger,170 m²,3 Pièces,3 Chambres,1 Salle de bain,Not specified,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Vente Appartement Moulay Ismail CAS26185 SB,1 600 000 DH,Centre à Tanger,122 m²,1 Pièce,3 Chambres,2 Salles de bains,3ème étage,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Vente App Quartier Tanja Balia CAS25935 MH,450 000 DH,Tanja Balia à Tanger,62 m²,1 Pièce,1 Chambre,1 Salle de bain,Not specified,['À rénover'],"['35.76513279309228', '-5.777177810668945']"
Vente Appartement Quartier Iberia CAS26036 MH,3 500 000 DH,Iberie à Tanger,192 m²,2 Pièces,3 Chambres,3 Salles de bains,Not specified,['À rénover'],"['35.77525384929336', '-5.863094329833984']"
Quartier Iberia CAS25676 SB,3 059 000 DH,Iberie à Tanger,176 m²,2 Pièces,3 Chambres,2 Salles de bains,1er étage,['Nouveau'],"['35.77525384929336', '-5.863094329833984']"
Vente Villa Quartier Val Fleuri CAS25638 IL,8 000 000 DH,Bel Air - Val fleuri à Tanger,360 m²,6 Pièces,5 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.766386387933345', '-5.824470520019531']"
Vente Appartement Quartier Marjane CAS25317 IL,780 000 DH,Marjane à Tanger,70 m²,1 Pièce,2 Chambres,2 Salles de bains,1er étage,"['Nouveau', ""Moins d'un an""]","['35.74481715741179', '-5.847816467285156']"
Vente Appartement Quartier Ghandouri CAS26299 SB,3 100 000 DH,De La Plage à Tanger,119 m²,1 Pièce,2 Chambres,1 Salle de bain,1er étage,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
