Title,Price,Neighborhood,Size,Rooms,Bedrooms,Bathrooms,Floors,Additional Information,Location
Villa Magnifique avec Vue sur les Montagnes,5 060 000 DH,Route de Tahanaout à Marrakech,454 m²,6 Pièces,5 Chambres,6 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Villa Azure de Rêve à Marrakech,6 140 000 DH,Route de Tahanaout à Marrakech,589 m²,5 Pièces,4 Chambres,5 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Magnifique villa de style moderne à Marrakech,3 200 000 DH,Route de Tahanaout à Marrakech,250 m²,6 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
"Appartement 2 chambres, Salon à Mhamid 62 m²",487 000 DH,Mhamid à Marrakech,62 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['31.57860854759723', '-8.058171272277832']"
Superbe villa à vendre à Marrakech,3 350 000 DH,Route Amizmiz à Marrakech,250 m²,5 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.539041642786586', '-8.128337860107422']"
Luxurieuses Villas à Marrakech Semi finies,1 870 000 DH,Route de Tahanaout à Marrakech,253 m²,8 Pièces,6 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Bel appartement à vendre à Mhamid. Surface totale 59 m²,445 000 DH,Mhamid à Marrakech,59 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['31.57860854759723', '-8.058171272277832']"
Villa à vendre vue Atlas à Marrakech,1 860 000 DH,Route de Tahanaout à Marrakech,250 m²,6 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Magnifique Villa vue sur les montagnes d'atlas,1 850 000 DH,Route de Tahanaout à Marrakech,254 m²,7 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Villa de luxe votre coin de paradis à Marrakech,3 200 000 DH,Route de Tahanaout à Marrakech,250 m²,6 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Superbe villa avec piscine à Marrakech,3 200 000 DH,Route de Tahanaout à Marrakech,249 m²,6 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Villa Harmonie: Élégance Intemporelle à Marrakech,5 850 000 DH,Route de Tahanaout à Marrakech,511 m²,4 Pièces,4 Chambres,5 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Magnifique villa à vendre sur Route de Tahanaout,3 200 000 DH,Route de Tahanaout à Marrakech,250 m²,6 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['31.546225', '-8.003641']"
Villa de Luxe avec Piscine à Marrakech,1 850 000 DH,Route de Tahanaout à Marrakech,252 m²,6 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Villa semi finie à vendre à Marrakech,1 850 000 DH,Route de Tahanaout à Marrakech,251 m²,7 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Style de vie inégale avec Villa Camiya,3 400 000 DH,Route de Tahanaout à Marrakech,300 m²,6 Pièces,4 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['31.546225', '-8.003641']"
"Projet villas de prestige à vendre, Route Amizmiz",6 300 000 DH,Route Amizmiz à Marrakech,500 m²,9 Pièces,4 Chambres,6 Salles de bains,Not specified,['Bon état'],"['31.539041642786586', '-8.128337860107422']"
Luxe et elegance: cree votre projet de reve,1 500 000 DH,Route Amizmiz à Marrakech,100 m²,10 Pièces,10 Chambres,10 Salles de bains,Not specified,['Nouveau'],"['31.539041642786586', '-8.128337860107422']"
Très belle maison a wahd sidi brahim 1.050. 000 dh,1 050 000 DH,Route de Safi à Marrakech,81 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['31.714376531657386', '-8.062257727724505']"
"Villa Jumelée de 418 m² en vente, Black Emeraude",3 473 830 DH,Route Amizmiz à Marrakech,418 m²,10 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['31.539041642786586', '-8.128337860107422']"
"Villa Isolée de 891m² en vente, Black Emeraude",6 226 320 DH,Route Amizmiz à Marrakech,891 m²,13 Pièces,5 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['31.539041642786586', '-8.128337860107422']"
Magnifique Villa à Sidi Ghanem Marrakech,6 700 000 DH,Route d'Agadir - Essaouira à Marrakech,931 m²,10 Pièces,5 Chambres,4 Salles de bains,Not specified,['Bon état'],"['31.630875463892085', '-8.166961669921875']"
"Villa Isolée de 909 m² en vente, Black Emeraude",6 280 110 DH,Route Amizmiz à Marrakech,909 m²,13 Pièces,5 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['31.539041642786586', '-8.128337860107422']"
"Duplex de 70m² en vente, Les Orangers",686 000 DH,Ouasis à Marrakech,70 m²,2 Pièces,1 Chambre,2 Salles de bains,Not specified,['Nouveau'],"['31.756137873298158', '-7.978477478027344']"
Villa à la vente vide à la Palmeraie,4 500 000 DH,Ennakhil (Palmeraie) à Marrakech,529 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['31.646805553219806', '-7.957878112792969']"
Villa Exclusivité à Marrakech: Prestige Absolu,5 950 000 DH,Route de Tahanaout à Marrakech,538 m²,6 Pièces,5 Chambres,6 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Magnifique Villa à vendre à Marrakech,4 750 000 DH,Route de Tahanaout à Marrakech,371 m²,6 Pièces,5 Chambres,6 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Villa somptueuse à vendre,5 450 000 DH,Route de Tahanaout à Marrakech,561 m²,2 Pièces,5 Chambres,6 Salles de bains,Not specified,['Nouveau'],"['31.546225', '-8.003641']"
Villa de luxe Vue Atlas à vendre à Marrakech,6 330 000 DH,Route de Tahanaout à Marrakech,538 m²,6 Pièces,5 Chambres,6 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Splendide villa à vendre à Route de Tahanaout. Superficie 376 m²,5 700 000 DH,Route de Tahanaout à Marrakech,376 m²,Not specified,3 Chambres,4 Salles de bains,Not specified,[],"['36.859673', '10.134291']"
Splendide villa à vendre à Route de Tahanaout. 3 chambres,5 700 000 DH,Route de Tahanaout à Marrakech,376 m²,4 Pièces,3 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['36.859673', '10.134291']"
Somptueuse maison à vendre à Route de Tahanaout. 3 chambres,4 000 000 DH,Route de Tahanaout à Marrakech,250 m²,4 Pièces,3 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['36.859673', '10.134291']"
Splendide villa à vendre à Route de Tahanaout. 3 chambres,4 000 000 DH,Route de Tahanaout à Marrakech,250 m²,4 Pièces,3 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['36.859673', '10.134291']"
Reez jardin moderne a vendre,2 250 000 DH,Agdal à Marrakech,140 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['31.594328257177065', '-7.989721298217773']"
Appartement 1 chambre avec terrasse a Vendre Résidence avec Piscine,1 180 000 DH,Route Casablanca à Marrakech,70 m²,2 Pièces,1 Chambre,2 Salles de bains,1er étage,['Bon état'],"['31.756137873298158', '-7.978477478027344']"
Vivez l'élégance marocaine villa de prestige à Marrakech,3 400 000 DH,Route de Tahanaout à Marrakech,300 m²,6 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Vente Appartement à gueliz,1 000 000 DH,Guéliz à Marrakech,84 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '10-20 ans']","['31.632521818440598', '-8.022966715903307']"
Villa Argan golf semi finie ou finie,2 950 000 DH,Riad Al Atlas à Marrakech,280 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.572986789948384', '-8.002618509390533']"
Vivez l'excellence villa haut gamme à Marrakech,3 400 000 DH,Route de Tahanaout à Marrakech,300 m²,6 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Villa route d’Amizmiz,4 100 000 DH,Route Amizmiz à Marrakech,300 m²,5 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.577048687973495', '-8.016214860461524']"
Villa sur plan Argan Golf,2 900 000 DH,Route de Tahanaout à Marrakech,220 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.5576965160956', '-8.008600995537725']"
Splendide villa à vendre à MARRAKECH,3 200 000 DH,Route de Tahanaout à Marrakech,250 m²,6 Pièces,3 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.546225', '-8.003641']"
Magnifique villa à vendre à Marrakech,1 870 000 DH,Route de Tahanaout à Marrakech,250 m²,7 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['31.543299094642155', '-8.002503743377686']"
Superbe appartement à vendre à Route Amizmiz. Surface totale 75 m². Meublé,1 930 000 DH,Route Amizmiz à Marrakech,75 m²,4 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Bon état', '5-10 ans']","['32.34023266790936', '-7.437744140625001']"
Splendide villa avec piscine à vendre sur Route de Tahanaout,3 200 000 DH,Route de Tahanaout à Marrakech,250 m²,6 Pièces,4 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['31.543299094642155', '-8.002503743377686']"
Belle Opportunité à saisir A appartement en vente,1 100 000 DH,Route Casablanca à Marrakech,71 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '5-10 ans']","['31.756137873298158', '-7.978477478027344']"
Ramenez l’ame: créez votre propre havre de paix,21 000 000 DH,Sidi Bou Amar à Marrakech,1164 m²,1 Pièce,1 Chambre,1 Salle de bain,Not specified,['À rénover'],"['31.631387022926283', '-7.988390922546387']"
Appartement rénové à neuf parc Issil Gueliz,1 200 000 DH,Issil à Marrakech,110 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['31.642567539017598', '-8.007831573486328']"
"Villa Jumelée de 418 M² en vente, Black Emeraude",3 473 830 DH,Route Amizmiz à Marrakech,418 m²,10 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['31.539041642786586', '-8.128337860107422']"
"Villa Isolée de 908 m² en vente, Black Emeraude",6 280 110 DH,Route Amizmiz à Marrakech,908 m²,13 Pièces,5 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['31.539041642786586', '-8.128337860107422']"
Villas plein pied 4 suites piscine,4 900 000 DH,Route Amizmiz à Marrakech,1000 m²,5 Pièces,4 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['31.539041642786586', '-8.128337860107422']"
Appartement entièrement refait sans vis à vis,1 590 000 DH,Hivernage à Marrakech,92 m²,7 Pièces,2 Chambres,1 Salle de bain,4ème étage,"['Bon état', '10-20 ans']","['31.642567539017598', '-8.007831573486328']"
